MLA Name,Age,Constituency,Gender ,Party,Membership,Education,Start of term,End of Term,Attendance,Attendance -State average,No. of Questions Asked,Question -State Average,Number Of Debates,Debate State Average,Note,Term,State,Images,image,Image,Gender,mp_note,Email,Contact,attendance,Start of Term
Dinesh Gundu Rao,53,Gandhi Nagar,Male,Indian National Congress,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Dinesh Gundu Rao.jpg,,,,,,2023-05-20
G Janardhan Reddy,56,Gangawati,Male,Kalyana Rajya Pragathi Paksha,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,G Janardhan Reddy.jpg,,,,,,2023-05-20
K. H. Puttaswamy Gowda (Khp),69,Gauribidanur,Male,Independent,Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,K. H. Puttaswamy Gowda (Khp).jpg,,,,,,2023-05-20
Jarkiholi Ramesh Laxmanrao,63,Gokak,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Jarkiholi Ramesh Laxmanrao.jpg,,,,,,2023-05-20
Priyakrishna,39,Govindraj Nagar,Male,Indian National Congress,Elected,Post Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Priyakrishna.jpg,,,,,,2023-05-20
S R Srinivas (Vasu),60,Gubbi,Male,Indian National Congress,Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,S R Srinivas (Vasu).jpg,,,,,,2023-05-20
Allamprabhu Patil,67,Gulbarga Dakshin,Male,Indian National Congress,Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Allamprabhu Patil.jpg,,,,,,2023-05-20
Basawaraj Mattimudu,43,Gulbarga Rural,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Basawaraj Mattimudu.jpg,,,,,,2023-05-20
Kaneez Fatima,64,Gulbarga Uttar,Female,Indian National Congress,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Kaneez Fatima.jpg,,,,,,2023-05-20
H. M. Ganesh Prasad,38,Gundlupet,Male,Indian National Congress,Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,H. M. Ganesh Prasad.jpg,,,,,,2023-05-20
Sharana Gowda Kandakur,41,Gurmitkal,Male,Janata Dal (Secular),Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Sharana Gowda Kandakur.jpg,,,,,,2023-05-20
Krishna Nayaka,40,Hadagalli,Male,Bharatiya Janata Party,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Krishna Nayaka.jpg,,,,,,2023-05-20
Nemarajanaik.K,52,Hagaribommanahalli,Male,Janata Dal (Secular),Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Nemarajanaik.K.jpg,,,,,,2023-05-20
Deshpande Raghunath,76,Haliyal,Male,Indian National Congress,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Deshpande Raghunath.jpg,,,,,,2023-05-20
Mane Srinivas,48,Hangal,Male,Indian National Congress,Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Mane Srinivas.jpg,,,,,,2023-05-20
M. R. Manjunath,50,Hanur,Male,Janata Dal (Secular),Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,M. R. Manjunath.jpg,,,,,,2023-05-20
Latha Mallikarjun,57,Harapanahalli,Female,Independent,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Latha Mallikarjun.jpg,,,,,,2023-05-20
B P Harish,62,Harihar,Male,Bharatiya Janata Party,Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,B P Harish.jpg,,,,,,2023-05-20
Swaroop Prakash,40,Hassan,Male,Janata Dal (Secular),Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Swaroop Prakash.jpg,,,,,,2023-05-20
Rudrappa Manappa Lamani,64,Haveri,Male,Indian National Congress,Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Rudrappa Manappa Lamani.jpg,,,,,,2023-05-20
Suresha B S,51,Hebbal,Male,Indian National Congress,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Suresha B S.jpg,,,,,,2023-05-20
Anil Chikkamadhu,34,Heggadadevankote,Male,Indian National Congress,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Anil Chikkamadhu.jpg,,,,,,2023-05-20
Ujaneshwar Basavannappa Banakar,63,Hirekerur,Male,Indian National Congress,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Ujaneshwar Basavannappa Banakar.jpg,,,,,,2023-05-20
D. Sudhakar,63,Hiriyur,Male,Indian National Congress,Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,D. Sudhakar.jpg,,,,,,2023-05-20
M.Chandrappa,71,Holalkere,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,M.Chandrappa.jpg,,,,,,2023-05-20
H.D. Revanna,65,Holenarasipur,Male,Janata Dal (Secular),Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,H.D. Revanna.jpg,,,,,,2023-05-20
Siddu Patil,45,Homnabad,Male,Bharatiya Janata Party,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Siddu Patil.jpg,,,,,,2023-05-20
Shanthana Gowda D.G.,74,Honnali,Male,Indian National Congress,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Shanthana Gowda D.G..jpg,,,,,,2023-05-20
B. G. Govindappa,67,Hosadurga,Male,Indian National Congress,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,B. G. Govindappa.jpg,,,,,,2023-05-20
Sharath Kumar Bachegowda,41,Hosakote,Male,Indian National Congress,Elected,Professional Post Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Sharath Kumar Bachegowda.jpg,,,,,,2023-05-20
Mahesh Tenginakai,52,Hubli-Dharwad-Central,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Mahesh Tenginakai.jpg,,,,,,2023-05-20
Abbayya Prasad,54,Hubli-Dharwad-East,Male,Indian National Congress,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Abbayya Prasad.jpg,,,,,,2023-05-20
Arvind Bellad,53,Hubli-Dharwad-West,Male,Bharatiya Janata Party,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Arvind Bellad.jpg,,,,,,2023-05-20
Katti Nikhil Umesh,40,Hukkeri,Male,Bharatiya Janata Party,Elected,Professional Post Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Katti Nikhil Umesh.jpg,,,,,,2023-05-20
Kashappanavara Vijayanand Shivashankrappa,51,Hungund,Male,Indian National Congress,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Kashappanavara Vijayanand Shivashankrappa.jpg,,,,,,2023-05-20
G. D. Harish Gowda,36,Hunsur,Male,Janata Dal (Secular),Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,G. D. Harish Gowda.jpg,,,,,,2023-05-20
Yashavantaraygoud Vittalagoud Patil,56,Indi,Male,Indian National Congress,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Yashavantaraygoud Vittalagoud Patil.jpg,,,,,,2023-05-20
B.Devendrappa,61,Jagalur,Male,Indian National Congress,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,B.Devendrappa.jpg,,,,,,2023-05-20
Jagadeesh Shivayya Gudagunti,68,Jamkhandi,Male,Bharatiya Janata Party,Elected,Diploma Course,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Jagadeesh Shivayya Gudagunti.jpg,,,,,,2023-05-20
C K Ramamurthy,57,Jayanagar,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,C K Ramamurthy.jpg,,,,,,2023-05-20
Ajay Singh,49,Jewargi,Male,Indian National Congress,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Ajay Singh.jpg,,,,,,2023-05-20
B. A. Basavaraja,59,K.R. Pura,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,B. A. Basavaraja.jpg,,,,,,2023-05-20
Anand K.S.,44,Kadur,Male,Indian National Congress,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Anand K.S..jpg,,,,,,2023-05-20
Bharamgouda Alagouda Kage,65,Kagwad,Male,Indian National Congress,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Bharamgouda Alagouda Kage.jpg,,,,,,2023-05-20
Santosh S. Lad,48,Kalghatgi,Male,Indian National Congress,Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Santosh S. Lad.jpg,,,,,,2023-05-20
J N Ganesh,44,Kampli,Male,Indian National Congress,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,J N Ganesh.jpg,,,,,,2023-05-20
Tangadagi Shivaraj Sangappa,53,Kanakagiri,Male,Indian National Congress,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Tangadagi Shivaraj Sangappa.jpg,,,,,,2023-05-20
D K Shivakumar,60,Kanakapura,Male,Indian National Congress,Elected,Post Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,D K Shivakumar.jpg,,,,,,2023-05-20
Gurme Suresh Shetty,60,Kapu,Male,Bharatiya Janata Party,Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Gurme Suresh Shetty.jpg,,,,,,2023-05-20
V Sunill Kumar,47,Karkal,Male,Bharatiya Janata Party,Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,V Sunill Kumar.jpg,,,,,,2023-05-20
Satish Krishna Sail,57,Karwar,Male,Indian National Congress,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Satish Krishna Sail.jpg,,,,,,2023-05-20
Vithal Somanna Halagekar,60,Khanapur,Male,Bharatiya Janata Party,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Vithal Somanna Halagekar.jpg,,,,,,2023-05-20
Babasaheb Patil,51,Kittur,Male,Indian National Congress,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Babasaheb Patil.jpg,,,,,,2023-05-20
Kothur G. Manjunatha,45,Kolar,Male,Indian National Congress,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Kothur G. Manjunatha.jpg,,,,,,2023-05-20
Roopa Kala. M,43,Kolar Gold Field,Female,Indian National Congress,Elected,Post Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Roopa Kala. M.jpg,,,,,,2023-05-20
A. R. Krishnamurthy,62,Kollegal,Male,Indian National Congress,Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,A. R. Krishnamurthy.jpg,,,,,,2023-05-20
K. Raghavendra Basavaraj Hitnal,44,Koppal,Male,Indian National Congress,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,K. Raghavendra Basavaraj Hitnal.jpg,,,,,,2023-05-20
G. Parameshwara,72,Koratagere,Male,Indian National Congress,Elected,Professional Post Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,G. Parameshwara.jpg,,,,,,2023-05-20
T. S. Srivathsa,56,Krishnaraja,Male,Bharatiya Janata Party,Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,T. S. Srivathsa.jpg,,,,,,2023-05-20
Ravishankar D.,47,Krishnarajanagara,Male,Indian National Congress,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Ravishankar D..jpg,,,,,,2023-05-20
H. T. Manju,49,Krishnarajpet,Male,Janata Dal (Secular),Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,H. T. Manju.jpg,,,,,,2023-05-20
Mahendra Kallappa Tammannavar,45,Kudachi,Male,Indian National Congress,Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Mahendra Kallappa Tammannavar.jpg,,,,,,2023-05-20
Srinivas N T,47,Kudligi,Male,Indian National Congress,Elected,Professional Post Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Srinivas N T.jpg,,,,,,2023-05-20
Dinakar Keshav Shetty,65,Kumta,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Dinakar Keshav Shetty.jpg,,,,,,2023-05-20
A Kiran Kumar Kodgi,60,Kundapura,Male,Bharatiya Janata Party,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,A Kiran Kumar Kodgi.jpg,,,,,,2023-05-20
M R Patil,61,Kundgol,Male,Bharatiya Janata Party,Elected,Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,M R Patil.jpg,,,,,,2023-05-20
H D Ranganath,52,Kunigal,Male,Indian National Congress,Elected,Professional Post Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,H D Ranganath.jpg,,,,,,2023-05-20
Doddanagouda Hanamagouda Patil,49,Kushtagi,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Doddanagouda Hanamagouda Patil.jpg,,,,,,2023-05-20
Manappa D Vajjal,59,Lingsugur,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Manappa D Vajjal.jpg,,,,,,2023-05-20
Udaya K. M.,48,Maddur,Male,Indian National Congress,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Udaya K. M..jpg,,,,,,2023-05-20
Kyathasandra N. Rajanna,72,Madhugiri,Male,Indian National Congress,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Kyathasandra N. Rajanna.jpg,,,,,,2023-05-20
Dr. Mantar Gowda,38,Madikeri,Male,Indian National Congress,Elected,Professional Post Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Dr. Mantar Gowda.jpg,,,,,,2023-05-20
H. C. Balakrishna,58,Magadi,Male,Indian National Congress,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,H. C. Balakrishna.jpg,,,,,,2023-05-20
Manjula S,48,Mahadevapura,Female,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,Manjula S.jpg,,,,,,2023-05-20
K. Gopalaiah,63,Mahalakshmi Layout,Male,Bharatiya Janata Party,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,K. Gopalaiah.jpg,,,,,,2023-05-20
P. M. Narendraswamy,61,Malavalli,Male,Indian National Congress,Elected,Professional Graduate,,In Office,,,,,,,"Member's age is taken from election affidavit 2023 data (Updated as on : March 31, 2023)",16,Karnataka,,,P. M. Narendraswamy.jpg,,,,,,2023-05-20
